year,rank,company,revenue ($ millions),profit ($ millions)
1981,395,CBI Industries,682.3,68.5
1981,396,Dow Corning,681.5,73.9
1981,397,Bemis,679.3,14.4
1981,398,Bally Manufacturing,679.1,53.5
1981,399,Thiokol,675.1,32.4
1981,400,Hartmarx,674.9,22.5
1981,401,Nashua,671.1,21.5
1981,402,Hobart,665.3,33.2
1981,403,Freeport-McMoran,664.4,147.4
1981,404,United Refining,663.2,3.9
1981,405,Cannon Mills,659.6,20.6
1981,406,Washington Post,659.5,34.3
1981,407,Big Three Industries,659.1,86.6
1981,408,H.K. Porter,655.0,11.9
1981,409,Data General,653.9,54.7
1981,410,Insilco,641.8,30.6
1981,411,Moore McCormack Resources,641.1,47.1
1981,412,Bell & Howell,640.0,26.4
1981,413,Gulf Resources & Chemical,638.3,25.1
1981,414,Clorox,637.4,33.2
1981,415,Magic Chef,636.4,5.1
1981,416,Joy Global,634.1,4.7
1981,417,VF,633.8,45.9
1981,418,Scott & Fetzer,632.4,23.1
1981,419,Envirotech,627.2,-15.1
1981,420,Interstate Bakeries,623.6,7.4
1981,421,Kane-Miller,623.1,4.9
1981,422,United Merchants & Mfrs.,622.0,-19.7
1981,423,Varian Associates,620.9,22.1
1981,424,M. Lowenstein,620.5,4.9
1981,425,Avery Dennison,618.7,24.5
1981,426,Nalco Chemical,616.7,72.3
1981,427,McLouth Steel,614.0,-56.6
1981,428,PerkinElmer,613.1,26.3
1981,429,Dean Foods,611.7,12.5
1981,430,Dorchester Gas,608.8,34.9
1981,431,Dan River,607.7,19.6
1981,432,Idle Wild Foods,604.4,6.3
1981,433,Storage Technology,603.5,45.4
1981,434,Gerber Products,602.0,29.7
1981,435,Collins & Aikman,599.5,16.4
1981,436,Norris Industries,599.2,23.9
1981,437,Bausch & Lomb,582.7,52.3
1981,438,Maryland Cup,579.2,26.1
1981,439,Hoover Universal,578.7,16.8
1981,440,Household Manufacturing,577.5,33.6
1981,441,Robertson-Ceco,571.2,19.6
1981,442,Marley,568.8,20.4
1981,443,MacMillan,566.0,-9.3
1981,444,Tyler,563.8,13.6
1981,445,Gifford-Hill,560.6,23.7
1981,446,Carpenter Technology,559.1,43.1
1981,447,Wm. Wrigley Jr.,557.6,30.7
1981,448,Kellwood,556.3,0.2
1981,449,National Starch & Chemical,552.1,33.4
1981,450,Wyman-Gordon,550.2,29.9
1981,451,Beckman Coulter,549.3,36.6
1981,452,H.P. Hood,548.6,4.3
1981,453,Fairmont Foods,548.0,6.7
1981,454,McCormick,548.0,14.8
1981,455,Ecolab,547.7,31.1
1981,456,Eagle-Picher Industries,543.3,21.3
1981,457,Wang Laboratories,543.3,52.1
1981,458,Stokely-Van Camp,541.5,11.4
1981,459,American Hoist & Derrick,538.6,20.5
1981,460,American Bakeries,535.6,2.1
1981,461,Dexter,535.0,25.7
1981,462,Dow Jones,530.7,58.9
1981,463,Fieldcrest Cannon,527.2,19.4
1981,464,Midland Cooperatives,523.5,N.A.
1981,465,Sheller-Globe,517.8,-20.0
1981,466,Rohr,516.0,1.0
1981,467,Trinity Industries,515.4,25.3
1981,468,Sequa,514.0,31.4
1981,469,Bucyrus-Erie,511.3,48.2
1981,470,Natl. Coop. Refinery Assn.,510.9,N.A.
1981,471,Masonite,510.6,30.1
1981,472,Savannah Foods & Industries,510.6,8.2
1981,473,Consolidated Papers,510.3,52.6
1981,474,Foxboro,509.1,32.1
1981,475,Todd Shipyards,507.4,19.4
1981,476,Harcourt Brace Jovanovich,504.0,24.4
1981,477,Coca-Cola Bottling,502.5,-9.4
1981,478,Dennison Manufacturing,492.4,23.3
1981,479,Thorn Apple Valley,491.2,7.3
1981,480,Sonoco Products,490.4,32.5
1981,481,Nucor,482.4,45.1
1981,482,Federal Paper Board,476.1,29.1
1981,483,Chicago Pneumatic Tool,474.2,11.9
1981,484,Capital Cities/ABC,472.1,73.2
1981,485,Fleetwood Enterprises,472.1,-8.5
1981,486,Bunker Ramo,467.6,27.2
1981,487,General Refractories,467.1,2.2
1981,488,Dorsey,466.0,8.4
1981,489,Warnaco Group,465.0,16.6
1981,490,Raychem,462.4,36.5
1981,491,Copperweld,460.7,19.0
1981,492,Questor,460.6,-12.6
1981,493,Ampex,460.1,34.7
1981,494,Ideal Basic Industries,458.9,52.8
1981,495,Mitchell Energy & Devel.,457.5,61.5
1981,496,Metromedia,453.9,54.8
1981,497,McDonough,450.6,21.6
1981,498,Intl. Flavors & Frag.,448.3,63.2
1981,499,Westmoreland Coal,447.8,0.3
1981,500,Fiat-Allis,447.7,-55.0
1982,1,Exxon Mobil,108107.7,5567.5
1982,2,Mobil,64488.0,2433.0
1982,3,General Motors,62698.5,333.4
1982,4,Texaco,57628.0,2310.0
1982,5,ChevronTexaco,44224.0,2380.0
1982,6,Ford Motor,38247.1,-1060.1
1982,7,Amoco,29947.0,1922.0
1982,8,Intl. Business Machines,29070.0,3308.0
1982,9,Gulf Oil,28252.0,1231.0
1982,10,Atlantic Richfield,27797.4,1671.3
1982,11,General Electric,27240.0,1652.0
1982,12,DuPont,22810.0,1401.0
1982,13,Shell Oil,21629.0,1701.0
1982,14,ITT Industries,17306.2,676.8
1982,15,ConocoPhillips,15966.0,879.0
1982,16,Tenneco Automotive,15462.0,813.0
1982,17,Sunoco,15012.0,1076.0
1982,18,Occidental Petroleum,14707.5,722.2
1982,19,U.S. Steel,13940.5,1077.2
1982,20,United Technologies,13667.8,457.7
1982,21,BP America,13457.1,1946.9
1982,22,AT&T Technologies,13008.0,711.3
1982,23,Getty Oil,12887.4,856.9
1982,24,Dow Chemical,11873.0,564.0
1982,25,Procter & Gamble,11416.0,593.0
1982,26,Chrysler,10821.6,-475.6
1982,27,Unocal,10745.9,791.4
1982,28,Eastman Kodak,10337.0,1239.0
1982,29,Kraft,10211.0,347.5
1982,30,Union Carbide,10168.0,649.0
1982,31,Boeing,9788.2,473.0
1982,32,Nabisco Group Holdings,9765.7,767.8
1982,33,Amerada Hess,9396.2,212.6
1982,34,CBS,9367.5,438.0
1982,35,Ashland,9262.1,90.0
1982,36,Marathon Oil,9220.0,343.1
1982,37,Caterpillar,9154.5,578.9
1982,38,Goodyear Tire & Rubber,9152.9,260.3
1982,39,Citgo Petroleum,8899.3,-49.2
1982,40,LTV,8822.7,386.3
1982,41,Beatrice,8772.8,304.2
1982,42,Xerox,8691.0,598.2
1982,43,Altria Group,8306.6,676.2
1982,44,RCA,8004.8,54.0
1982,45,McDonnell Douglas,7384.9,176.6
1982,46,Navistar International,7327.2,-393.1
1982,47,Bethlehem Steel,7298.0,210.9
1982,48,Rockwell Automation,7039.7,291.8
1982,49,PepsiCo,7027.4,333.5
1982,50,Monsanto,6947.7,445.1
1982,51,ARMCO,6906.0,294.5
1982,52,General Foods,6601.3,255.4
1982,53,Sealed Air,6520.8,361.3
1982,54,3M,6508.0,673.0
1982,55,Honeywell Intl.,6407.0,348.0
1982,56,Union Pacific,6374.7,410.7
1982,57,Lockheed Martin,6232.7,-288.8
1982,58,Coca-Cola,6129.3,481.8
1982,59,Coastal,5909.7,-96.4
1982,60,Nabisco Brands,5819.2,266.3
1982,61,Gulf & Western Industries,5702.5,290.9
1982,62,Raytheon,5636.2,324.0
1982,63,Sara Lee,5614.1,140.3
1982,64,Farmland Industries,5503.3,N.A.
1982,65,Deere,5446.7,251.0
1982,66,Sperry,5427.2,313.0
1982,67,Georgia-Pacific,5414.0,160.0
1982,68,Johnson & Johnson,5399.0,467.6
1982,69,Honeywell,5351.2,259.3
1982,70,Signal Companies,5342.6,214.0
1982,71,TRW,5285.1,228.8
1982,72,Colgate-Palmolive,5261.4,208.4
1982,73,Ralston Purina,5233.8,174.8
1982,74,Continental Group,5194.4,242.2
1982,75,Charter,5064.7,7.7
1982,76,General Dynamics,5063.4,124.1
1982,77,International Paper,4983.4,525.0
1982,78,Alcoa,4977.5,296.2
1982,79,Litton Industries,4942.8,311.6
1982,80,General Mills,4852.4,196.6
1982,81,American Can,4836.4,76.7
1982,82,Greyhound,4699.1,138.2
1982,83,Dresser Industries,4614.5,316.6
1982,84,Weyerhaeuser,4501.5,228.3
1982,85,Borden Chemical,4415.2,159.9
1982,86,Bendix,4393.1,452.8
1982,87,Republic Steel,4382.1,190.1
1982,88,Firestone Tire & Rubber,4361.0,135.0
1982,89,Bestfoods,4343.1,218.4
1982,90,BATUS,4245.5,179.7
1982,91,Texas Instruments,4206.0,108.5
1982,92,Whitman,4194.5,134.4
1982,93,Wyeth,4131.2,497.3
1982,94,National Intergroup,4062.3,86.1
1982,95,Chiquita Brands Intl.,4058.4,29.4
1982,96,Fortune Brands,4039.1,386.1
1982,97,Champion International,4004.0,101.4
1982,98,Owens-Illinois,3943.3,154.1
1982,99,Anheuser-Busch,3847.2,217.4
1982,100,Agway,3828.3,N.A.
1982,101,Kerr-McGee,3826.4,211.1
1982,102,Combustion Engineering,3809.7,147.3
1982,103,Ryerson Tull,3754.9,57.3
1982,104,Celanese,3752.0,144.0
1982,105,Fruit of the Loom,3680.2,419.3
1982,106,American Cyanamid,3649.1,197.1
1982,107,Archer Daniels Midland,3647.5,176.0
1982,108,McDermott,3599.6,106.7
1982,109,FMC,3582.0,139.5
1982,110,Hewlett-Packard,3578.0,312.0
1982,111,H.J. Heinz,3568.9,167.5
1982,112,Maxus Energy,3563.8,121.3
1982,113,Bristol-Myers Squibb,3496.7,305.8
1982,114,Reynolds Metals,3481.1,86.7
1982,115,Land O'Lakes,3470.2,N.A.
1982,116,NCR,3432.7,208.2
1982,117,Tosco,3431.5,22.6
1982,118,Emerson Electric,3429.3,273.3
1982,119,Warner-Lambert,3380.0,9.2
1982,120,Ingersoll-Rand,3377.6,193.3
1982,121,Carnation,3354.1,172.3
1982,122,PPG Industries,3353.6,211.2
1982,123,Penn Central,3348.8,168.7
1982,124,Textron,3341.8,151.8
1982,125,Time Warner,3337.4,148.8
1982,126,Motorola,3335.9,175.0
1982,127,Esmark,3319.8,93.8
1982,128,Unisys,3318.5,148.9
1982,129,Pillsbury,3301.7,119.6
1982,130,Martin Marietta,3294.1,200.1
1982,131,North American Philips,3273.8,104.0
1982,132,Burlington Industries Equity,3262.9,115.3
1982,133,Pfizer,3249.7,221.3
1982,134,Teledyne,3237.6,412.3
1982,135,Warner Communications,3237.2,226.5
1982,136,Kaisertech,3225.5,132.9
1982,137,Digital Equipment,3198.1,343.3
1982,138,Goodrich,3184.6,109.5
1982,139,Eaton,3165.3,82.4
1982,140,Crown Zellerbach,3148.3,75.3
1982,141,Norton Simon,3144.2,103.7
1982,142,Cooper Industries,3135.1,284.5
1982,143,OfficeMax,3107.4,120.1
1982,144,Control Data,3101.3,170.6
1982,145,Merck,2929.5,398.3
1982,146,Mead,2899.7,106.9
1982,147,Kimberly-Clark,2885.7,204.7
1982,148,Levi Strauss,2851.2,172.3
1982,149,Kidde,2849.2,99.2
1982,150,Singer,2833.6,38.4
1982,151,St. Regis,2818.8,179.2
1982,152,AMAX,2799.4,230.8
1982,153,Campbell Soup,2797.7,129.7
1982,154,Eli Lilly,2773.2,374.5
1982,155,BorgWarner,2761.2,172.1
1982,156,NL Industries,2738.3,316.0
1982,157,Hercules,2718.4,136.5
1982,158,Dana,2711.1,115.6
1982,159,Pennzoil,2681.8,221.6
1982,160,Avon Products,2613.8,219.9
1982,161,Quaker Oats,2599.5,105.2
1982,162,American Motors,2588.9,-136.6
1982,163,GenCorp,2524.3,110.9
1982,164,FINA,2504.0,74.1
1982,165,American Standard,2471.3,111.5
1982,166,Whirlpool,2450.1,125.6
1982,167,Murphy Oil,2446.8,163.0
1982,168,McGraw-Edison,2428.5,84.1
1982,169,Owens Corning,2375.1,49.8
1982,170,Furniture Brands Intl.,2368.5,124.3
1982,171,Revlon,2365.9,174.8
1982,172,Abbott Laboratories,2342.5,247.3
1982,173,Gillette,2334.4,124.3
1982,174,Ogden,2324.3,65.1
1982,175,Kellogg,2321.3,205.4
1982,176,Scott Paper,2309.4,133.3
1982,177,Uniroyal,2260.1,51.6
1982,178,Gould,2244.5,95.7
1982,179,Coltec Industries,2242.6,109.5
1982,180,Engelhard,2191.8,66.4
1982,181,Manville,2186.0,60.3
1982,182,Mapco,2182.5,96.9
1982,183,Fruehauf,2175.1,21.4
1982,184,White Consolidated Industries,2172.8,62.0
1982,185,Baker Hughes,2140.0,225.0
1982,186,Times Mirror,2130.8,150.3
1982,187,Superior Oil,2057.4,361.3
1982,188,Allis-Chalmers,2041.8,-28.8
1982,189,J.P. Stevens,2031.3,-22.9
1982,190,Koppers,2018.6,51.6
1982,191,Walter Industries,2017.1,23.4
1982,192,Staley Continental,2006.2,105.8
1982,193,Olin,2001.3,92.8
1982,194,Northrop Grumman,1990.7,47.9
1982,195,US Pharmaceuticals,1985.3,370.0
1982,196,Imcera Group,1984.9,153.8
1982,197,Amstar,1980.4,73.4
1982,198,Williams,1976.3,109.5
1982,199,Central Soya,1975.0,19.9
1982,200,Cummins,1962.5,115.2
1982,201,Safety-Kleen,1938.4,56.5
1982,202,Anderson Clayton,1929.6,51.4
1982,203,Grumman,1915.5,20.5
1982,204,Allegheny International,1907.8,81.0
1982,205,Pharmacia,1898.3,181.8
1982,206,Rohm & Haas,1884.7,93.1
1982,207,Squibb,1846.4,104.8
1982,208,Marmon Group,1819.2,83.4
1982,209,Wheelabrator-Frye,1812.8,91.3
1982,210,Schering-Plough,1808.8,179.3
1982,211,Sterling Drug,1792.9,130.3
1982,212,Gold Kist Holdings,1781.7,N.A.
1982,213,Hughes Tool,1759.1,255.2
1982,214,Ethyl,1757.2,90.9
1982,215,Emhart,1747.1,75.5
1982,216,Paccar,1735.4,85.1
1982,217,Stauffer Chemical,1726.2,149.9
1982,218,Quantum Chemical,1703.1,136.7
1982,219,General Signal,1702.5,117.1
1982,220,Foster Wheeler,1674.1,64.3
1982,221,Whittaker,1671.8,69.3
1982,222,Union Camp,1665.9,168.9
1982,223,Cabot,1622.8,110.2
1982,224,Crane,1611.3,53.8
1982,225,Hoechst Celanese,1609.0,24.0
1982,226,Corning,1598.5,97.4
1982,227,Heublein,1591.4,88.4
1982,228,Air Products & Chem.,1570.1,126.0
1982,229,Harris,1551.5,104.0
1982,230,Westvaco,1550.5,100.8
1982,231,Sherwin-Williams,1536.8,31.4
1982,232,Natomas,1535.3,232.5
1982,233,National Can,1534.0,24.7
1982,234,Asarco,1531.5,50.0
1982,235,Lear Siegler,1530.7,76.1
1982,236,Chesebrough-Pond's,1529.7,114.8
1982,237,Sunbeam/Oster,1518.7,47.5
1982,238,J.E. Seagram,1506.5,1514.4
1982,239,Baxter International,1503.9,150.6
1982,240,Great Northern Nekoosa,1493.0,95.0
1982,241,USG,1491.2,74.2
1982,242,Crown Central,1487.3,3.4
1982,243,Evans Products,1471.0,17.6
1982,244,Hershey Foods,1451.2,80.4
1982,245,AMF,1443.2,42.0
1982,246,Phelps Dodge,1438.6,69.3
1982,247,Hormel Foods,1434.0,27.3
1982,248,Black & Decker,1431.0,65.7
1982,249,Blue Bell,1427.2,46.7
1982,250,Timken,1427.2,101.1
1982,251,Polaroid,1419.6,31.1
1982,252,Pitney Bowes,1414.4,69.5
1982,253,Chromalloy American,1407.9,13.9
1982,254,Hammermill Paper,1399.7,46.6
1982,255,ConAgra Foods,1376.8,27.1
1982,256,Armstrong Holdings,1376.3,47.1
1982,257,Crown Holdings,1373.9,64.8
1982,258,Gannett,1367.2,172.5
1982,259,Clark Equipment,1359.7,29.9
1982,260,Brunswick,1344.9,66.8
1982,261,Diamond International,1341.5,31.8
1982,262,Fairchild Industries,1338.9,64.3
1982,263,Brown Shoe,1337.8,55.1
1982,264,Norton,1334.6,95.0
1982,265,Farmers Union Central Exch.,1325.7,N.A.
1982,266,Avnet,1316.2,68.0
1982,267,Witco,1291.9,38.6
1982,268,Richardson-Vicks,1291.4,79.3
1982,269,Zenith Electronics,1275.2,15.6
1982,270,Campbell Taggart,1257.5,41.7
1982,271,R.R. Donnelley & Sons,1243.9,79.0
1982,272,Knight-Ridder,1237.1,100.4
1982,273,Louisiana Land & Exploration,1236.2,145.2
1982,274,AMP,1234.3,134.8
1982,275,Aeroquip-Vickers,1226.5,11.8
1982,276,WestPoint Stevens,1221.5,41.1
1982,277,Smith International,1194.2,133.1
1982,278,GATX,1190.7,68.6
1982,279,Akzona,1187.6,11.6
1982,280,Pennwalt Corp,1182.1,41.6
1982,281,Lever Brothers,1173.1,-11.5
1982,282,BOC,1166.6,62.1
1982,283,MID-AMERICA DAIRYMEN,1164.9,N.A.
1982,284,Alumax,1163.8,110.1
1982,285,U.S. Industries,1161.0,-62.7
1982,286,Harsco,1158.4,61.5
1982,287,National Semiconductor,1157.1,52.4
1982,288,Wheeling Pittsburgh,1151.1,60.1
1982,289,Square D,1114.2,102.8
1982,290,Rexnord,1130.0,38.5
1982,291,Johnson Controls,1128.4,48.1
1982,292,Ex-Cell-O,1124.5,56.8
1982,293,Applera,1115.8,78.1
1982,294,McGraw-Hill,1110.1,98.1
1982,295,Parker Hannifin,1105.9,64.1
1982,296,Tyco Laboratories,1099.9,20.1
1982,297,Joy Technologies,1095.3,87.8
1982,298,Intl. Multifoods,1088.1,28.4
1982,299,Pacific Resources,1080.4,17.1
1982,300,Becton Dickinson,1066.1,75.9
1982,301,Tektronix,1061.8,80.2
1982,302,Cessna Aircraft,1060.1,60.6
1982,303,CF Industries,1053.7,N.A.
1982,304,G.D. Searle,1049.7,98.7
1982,305,Sundstrand,1045.7,95.0
1982,306,Universal Leaf Tobacco,1039.7,31.3
1982,307,BASF,1038.4,26.7
1982,308,NVF,1034.0,22.0
1982,309,Cyclops Industries,1031.4,21.4
1982,310,Kaiser Steel,1029.6,-437.5
1982,311,Dover,1025.5,96.1
1982,312,Louisiana-Pacific,1023.0,83.3
1982,313,Interlake,1016.6,46.6
1982,314,Commonwealth Oil Refining,1012.9,-212.3
1982,315,Stanley Works,1009.5,55.4
1982,316,Willamette Industries,975.6,28.6
1982,317,National Gypsum,965.7,38.8
1982,318,Thiokol,957.6,53.0
1982,319,Anchor Hocking,953.4,29.6
1982,320,Reichhold Chemicals,950.1,14.7
1982,321,ACF Industries,939.1,47.5
1982,322,Cincinnati Milacron,934.4,60.8
1982,323,Molson Coors Brewing,929.9,52.0
1982,324,Cameron Iron Works,929.0,110.0
1982,325,Storage Technology,922.0,82.4
1982,326,CBI Industries,919.9,84.2
1982,327,Quaker State,918.9,27.4
1982,328,Lone Star Industries,917.6,56.1
1982,329,Springs Industries,917.0,40.0
1982,330,Mattel,915.7,7.9
1982,331,Scovill,908.2,-4.5
1982,332,Midland-Ross,907.2,24.7
1982,333,Newmont Mining,903.1,375.6
1982,334,Certainteed,891.5,-10.9
1982,335,Jos. Schlitz Brewing,881.7,-20.6
1982,336,Potlatch,880.5,57.8
1982,337,Lubrizol,878.3,92.0
1982,338,Masco,876.5,88.3
1982,339,Bally Manufacturing,866.4,81.7
1982,340,Thomas J. Lipton,864.7,49.6
1982,341,Wang Laboratories,856.4,78.1
1982,342,AM International,855.5,-245.1
1982,343,National Service Industries,853.4,50.1
1982,344,New York Times,841.7,50.0
1982,345,Amsted Industries,837.1,50.6
1982,346,Freeport-McMoran,835.4,159.4
1982,347,Federal-Mogul,832.7,36.2
1982,348,Cluett Peabody,832.2,21.3
1982,349,General Instrument,825.1,68.1
1982,350,General Cinema,823.6,44.3
1982,351,Big Three Industries,823.3,108.9
1982,352,Peavey,820.9,23.4
1982,353,Revere Copper & Brass,820.9,9.4
1982,354,Champion Spark Plug,818.6,30.3
1982,355,Monfort of Colorado,816.6,16.0
1982,356,Tecumseh Products,815.7,59.1
1982,357,Hartmarx,815.6,27.4
1982,358,Ball,815.2,29.2
1982,359,Trane,807.4,37.2
1982,360,G. Heileman Brewing,807.0,40.2
1982,361,Bangor Punta,800.0,44.2
1982,362,Outboard Marine,795.6,26.9
1982,363,Intel,788.7,27.4
1982,364,Dayco,787.0,-2.7
1982,365,Apogent Technologies,785.2,27.6
1982,366,A.O. Smith,783.7,5.4
1982,367,Vulcan Materials,783.3,78.2
1982,368,Brockway,780.2,15.4
1982,369,Southwest Forest Industries,779.5,18.4
1982,370,Tyler,770.9,32.0
1982,371,Figgie International,769.9,25.7
1982,372,Miles Laboratories,769.6,1.5
1982,373,Arcata,763.0,57.3
1982,374,Natl. Coop. Refinery Assn.,758.0,N.A.
1982,375,Washington Post,753.4,32.7
1982,376,Hoover,749.9,-18.8
1982,377,Moore McCormack Resources,747.4,51.4
1982,378,VF,746.3,52.2
1982,379,Data General,736.9,50.7
1982,380,Trinity Industries,736.1,46.6
1982,381,Geosource,730.7,58.6
1982,382,Dean Foods,728.6,16.2
1982,383,Thiokol,728.5,37.1
1982,384,Dow Corning,721.9,75.9
1982,385,McLouth Steel,720.5,-40.0
1982,386,Bemis,719.0,17.8
1982,387,Genesco,715.9,18.1
1982,388,Saxon Industries,714.9,N.A.
1982,389,Clorox,714.0,38.1
1982,390,Dorchester Gas,712.0,31.3
1982,391,PerkinElmer,704.2,34.1
1982,392,Ferro,702.2,25.5
1982,393,Bell & Howell,701.5,21.6
1982,394,Signode,700.3,36.7
1982,395,Mitchell Energy & Devel.,696.0,100.8
1982,396,Purex Industries,692.6,26.7
1982,397,Pabst Brewing,691.9,-23.5
1982,398,Insilco,684.9,34.0
1982,399,Interstate Bakeries,681.2,-24.4
1982,400,Varian Associates,680.1,-3.6
1982,401,Kane-Miller,676.2,4.3
1982,402,Magic Chef,674.3,16.3
1982,403,GAF,672.5,26.1
1982,404,United Merchants & Mfrs.,669.6,-2.9
1982,405,National Starch & Chemical,668.4,41.4
1982,406,Cone Mills,667.5,33.7
1982,407,Nalco Chemical,666.6,81.2
1982,408,McCormick,659.8,29.9
1982,409,Scott & Fetzer,656.4,29.1
1982,410,Nashua,653.9,9.4
1982,411,Maryland Cup,647.0,30.5
1982,412,Joy Global,646.1,29.1
1982,413,Robertson-Ceco,644.4,27.8
1982,414,Dow Jones,641.0,71.4
1982,415,Mohasco,640.3,15.2
1982,416,Avery Dennison,638.0,26.5
1982,417,Dan River,634.8,14.5
1982,418,H.K. Porter,631.1,8.2
1982,419,Gerber Products,631.0,30.8
1982,420,Hyster,629.7,43.1
1982,421,Ecolab,628.6,29.8
1982,422,Eagle-Picher Industries,624.2,18.6
1982,423,Beckman Coulter,618.1,36.8
1982,424,Copperweld,616.7,37.2
1982,425,Handy & Harman,611.2,23.4
1982,426,Todd Shipyards,610.5,23.0
1982,427,Wyman-Gordon,610.3,57.2
1982,428,Household Manufacturing,609.8,23.8
1982,429,Wm. Wrigley Jr.,607.8,28.4
1982,430,Foxboro,606.9,44.8
1982,431,Collins & Aikman,603.9,14.4
1982,432,M. Lowenstein,601.3,17.4
1982,433,Bausch & Lomb,600.2,9.9
1982,434,Sequa,598.8,25.9
1982,435,Kellwood,590.1,3.5
1982,436,Idle Wild Foods,589.1,7.9
1982,437,American Hoist & Derrick,574.0,20.4
1982,438,Capital Cities/ABC,573.8,80.5
1982,439,E-SYSTEMS,572.0,23.8
1982,440,Carpenter Technology,570.7,44.7
1982,441,Dennison Manufacturing,569.7,30.1
1982,442,Briggs & Stratton,569.0,25.1
1982,443,Stokely-Van Camp,565.0,9.0
1982,444,Gates Learjet,564.9,22.4
1982,445,Hoover Universal,564.6,23.2
1982,446,Gifford-Hill,563.3,16.9
1982,447,Fort James,561.3,17.9
1982,448,Armtek,560.5,17.4
1982,449,Peabody International,556.3,13.6
1982,450,Nucor,544.8,34.7
1982,451,American Bakeries,543.8,-7.7
1982,452,Rohr,541.0,7.2
1982,453,Harcourt Brace Jovanovich,539.3,23.8
1982,454,Masonite,537.5,27.1
1982,455,Consolidated Papers,536.9,54.7
1982,456,Dorsey,533.6,13.6
1982,457,Sonoco Products,533.3,38.5
1982,458,L.B. Foster,532.4,21.0
1982,459,Gulf Resources & Chemical,529.5,-77.9
1982,460,Fieldcrest Cannon,526.2,9.5
1982,461,Raychem,525.4,35.6
1982,462,Savannah Foods & Industries,523.9,27.2
1982,463,Dexter,523.1,26.5
1982,464,M/A-Com,521.2,40.3
1982,465,Federal Paper Board,520.3,31.0
1982,466,Sheller-Globe,512.1,18.9
1982,467,Midland Cooperatives,511.5,N.A.
1982,468,Oak Industries,507.1,30.4
1982,469,Titanium Metals Corp. of America,505.0,74.8
1982,470,Deluxe,504.0,53.4
1982,471,Tyson Foods,501.7,2.1
1982,472,Brown-Forman,500.3,67.2
1982,473,Fiat-Allis,497.5,-40.0
1982,474,Palm Beach,497.2,13.2
1982,475,Bucyrus-Erie,496.4,37.7
1982,476,Arvin Industries,495.1,12.4
1982,477,Mallinckrodt,494.4,39.7
1982,478,American Greetings,489.2,26.5
1982,479,Kerr Glass Manufacturing,485.8,12.0
1982,480,Westmoreland Coal,480.3,-14.8
1982,481,Warnaco Group,478.9,21.2
1982,482,Chicago Pneumatic Tool,478.2,5.7
1982,483,Ideal Basic Industries,476.7,44.0
1982,484,Belco Petroleum,471.7,108.8
1982,485,Envirotech,471.3,-56.0
1982,486,Fort Howard,471.3,83.0
1982,487,MacMillan,470.6,10.8
1982,488,Northwestern Steel & Wire,468.5,28.1
1982,489,Georgia Kraft,466.4,37.3
1982,490,Thorn Apple Valley,465.6,-1.6
1982,491,Rath Packing,465.4,-9.6
1982,492,Research-Cottrell,465.3,11.6
1982,493,Ampco-Pittsburgh,463.3,12.2
1982,494,Barnes Group,463.3,5.0
1982,495,Marion,460.7,23.7
1982,496,Knudsen,460.3,6.9
1982,497,Ceco Industries,456.6,13.9
1982,498,Illinois Tool Works,455.5,44.3
1982,499,Riegel Textile,455.3,23.0
1982,500,Shaklee,454.5,24.5
1983,1,Exxon Mobil,97172.5,4185.9
1983,2,General Motors,60025.6,962.7
1983,3,Mobil,59946.0,1380.0
1983,4,Texaco,46986.0,1281.0
1983,5,Ford Motor,37067.2,-657.8
1983,6,Intl. Business Machines,34364.0,4409.0
1983,7,ChevronTexaco,34362.0,1377.0
1983,8,DuPont,33331.0,894.0
1983,9,Gulf Oil,28427.0,900.0
1983,10,Amoco,28073.0,1826.0
1983,11,General Electric,26500.0,1817.0
1983,12,Atlantic Richfield,26462.2,1676.1
1983,13,Shell Oil,20062.0,1605.0
1983,14,Marathon Oil,18375.0,-361.0
1983,15,Occidental Petroleum,18212.2,155.6
1983,16,ITT Industries,15958.4,702.8
1983,17,ConocoPhillips,15698.0,646.0
1983,18,Sunoco,15519.0,537.0
1983,19,Tenneco Automotive,15241.0,819.0
1983,20,United Technologies,13577.1,533.7
1983,21,BP America,13120.0,1879.0
1983,22,AT&T Technologies,12579.9,336.7
1983,23,Procter & Gamble,11994.0,777.0
1983,24,Getty Oil,11970.7,691.6
1983,25,Nabisco Group Holdings,10906.0,870.0
1983,26,Eastman Kodak,10815.0,1162.0
1983,27,Dow Chemical,10618.0,399.0
1983,28,Unocal,10390.4,804.0
1983,29,Chrysler,10044.9,170.1
1983,30,Kraft,9974.4,350.3
1983,31,CBS,9745.4,449.3
1983,32,Altria Group,9101.6,781.8
1983,33,Union Carbide,9061.5,309.7
1983,34,Boeing,9035.0,292.0
1983,35,Beatrice,9023.5,390.1
1983,36,Ashland,8888.1,180.9
1983,37,Goodyear Tire & Rubber,8688.7,264.8
1983,38,Xerox,8455.6,423.7
1983,39,General Foods,8351.1,200.2
1983,40,Amerada Hess,8342.6,168.7
1983,41,PepsiCo,7499.0,224.3
1983,42,Rockwell Automation,7395.4,331.6
1983,43,McDonnell Douglas,7331.3,214.7
1983,44,3M,6601.0,631.0
1983,45,Caterpillar,6469.0,-180.0
1983,46,General Dynamics,6352.6,132.8
1983,47,Monsanto,6325.0,352.0
1983,48,Coca-Cola,6249.7,512.2
1983,49,Honeywell Intl.,6167.0,272.0
1983,50,Sealed Air,6127.6,319.5
